Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.56     0.00        7     0.00     0.00  void std::vector<Token, std::allocator<Token> >::_M_realloc_insert<Token const&>(__gnu_cxx::__normal_iterator<Token*, std::vector<Token, std::allocator<Token> > >, Token const&)
  0.00      0.56     0.00        7     0.00     0.00  void std::vector<Instruction*, std::allocator<Instruction*> >::_M_realloc_insert<Instruction* const&>(__gnu_cxx::__normal_iterator<Instruction**, std::vector<Instruction*, std::allocator<Instruction*> > >, Instruction* const&)
  0.00      0.56     0.00        7     0.00     0.00  void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_realloc_insert<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> const&>(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> const&)
  0.00      0.56     0.00        7     0.00     0.00  std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        6     0.00     0.00  ClassTable::set(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ClassInfo*)
  0.00      0.56     0.00        6     0.00     0.00  Translator::visit(NumberNode&)
  0.00      0.56     0.00        6     0.00     0.00  DeclarationNode::decl()
  0.00      0.56     0.00        6     0.00     0.00  PushIntegerInst::PushIntegerInst(int)
  0.00      0.56     0.00        6     0.00     0.00  SetInst::SetInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        6     0.00     0.00  ObjectTypeNode::equal(TypeNode const&) const
  0.00      0.56     0.00        6     0.00     0.00  SetInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        6     0.00     0.00  TypeNode::operator!=(TypeNode const&) const
  0.00      0.56     0.00        6     0.00     0.00  std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::vector(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&)
  0.00      0.56     0.00        6     0.00     0.00  std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*>, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*>, true> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&)
  0.00      0.56     0.00        5     0.00     0.00  is_generic(TypeNode const&)
  0.00      0.56     0.00        5     0.00     0.00  NumberNode::NumberNode(int)
  0.00      0.56     0.00        5     0.00     0.00  Translator::visit(DeclarationNode&)
  0.00      0.56     0.00        5     0.00     0.00  DeclareInst::DeclareInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.56     0.00        5     0.00     0.00  DeclarationNode::DeclarationNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TypeNode*, Node*)
  0.00      0.56     0.00        5     0.00     0.00  DeclareInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        5     0.00     0.00  PushIntegerInst::equal(Instruction const*) const
  0.00      0.56     0.00        5     0.00     0.00  PushIntegerInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        5     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TokType>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TokType> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.56     0.00        5     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, FunctionTypeNode*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, FunctionTypeNode*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.56     0.00        5     0.00     0.00  void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >::_M_realloc_insert<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>&&)
  0.00      0.56     0.00        4     0.00     0.00  ClassTable::declared(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.56     0.00        4     0.00     0.00  SymbolTable::has(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        4     0.00     0.00  Token::Token()
  0.00      0.56     0.00        4     0.00     0.00  Parser::parse_id_or_class_literal()
  0.00      0.56     0.00        4     0.00     0.00  Checker::visit(IdNode&)
  0.00      0.56     0.00        4     0.00     0.00  CallNode::CallNode(Node*, std::vector<Node*, std::allocator<Node*> > const&)
  0.00      0.56     0.00        4     0.00     0.00  CallInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        4     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        4     0.00     0.00  void std::vector<Node*, std::allocator<Node*> >::_M_realloc_insert<Node* const&>(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >, Node* const&)
  0.00      0.56     0.00        4     0.00     0.00  std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        3     0.00     0.00  Translator::visit(CallNode&)
  0.00      0.56     0.00        3     0.00     0.00  Translator::visit(BlockNode&)
  0.00      0.56     0.00        3     0.00     0.00  SymbolTable::set(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TypeNode const&)
  0.00      0.56     0.00        3     0.00     0.00  SymbolTable::SymbolTable(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, SymbolTable*)
  0.00      0.56     0.00        3     0.00     0.00  Token::Token(TokType, int, int, int)
  0.00      0.56     0.00        3     0.00     0.00  Checker::visit(NumberNode&)
  0.00      0.56     0.00        3     0.00     0.00  Checker::visit(CallNode&)
  0.00      0.56     0.00        3     0.00     0.00  Checker::visit(BlockNode&)
  0.00      0.56     0.00        3     0.00     0.00  Scanner::scan_number()
  0.00      0.56     0.00        3     0.00     0.00  BlockNode::BlockNode(std::vector<Node*, std::allocator<Node*> >)
  0.00      0.56     0.00        3     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...)
  0.00      0.56     0.00        3     0.00     0.00  FunctionNode::func() const
  0.00      0.56     0.00        3     0.00     0.00  FunctionTypeNode::function() const
  0.00      0.56     0.00        3     0.00     0.00  std::_Hashtable<TokType, std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<TokType>, std::hash<TokType>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.56     0.00        3     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, true>*, unsigned long)
  0.00      0.56     0.00        2     0.00     0.00  LeaveScope::LeaveScope(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        2     0.00     0.00  MemberNode::member()
  0.00      0.56     0.00        2     0.00     0.00  Translator::visit(BinopNode&)
  0.00      0.56     0.00        2     0.00     0.00  Environment::Environment(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Environment*)
  0.00      0.56     0.00        2     0.00     0.00  SymbolTable::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        2     0.00     0.00  FunctionTable::has_function(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
